country_code;region_name;iata;icao;airport;latitude;longitude
US;Florida;TLH;KTLH;Tallahassee International Airport;30,39650;-84,35030
US;Florida;TMB;KTMB;Miami Executive Airport;25,64790;-80,43280
US;Florida;TNT;KTNT;Dade-Collier Training and Transition Airport;25,86180;-80,89700
US;Florida;TPA;KTPA;Tampa International Airport;27,97550;-82,53320
US;Florida;TPF;KTPF;Peter O. Knight Airport;27,91560;-82,44930
US;Florida;UST;KSGJ;Northeast Florida Regional Airport;29,95920;-81,33980
US;Florida;VNC;KVNC;Venice Municipal Airport;27,07160;-82,44030
US;Florida;VPS;KVPS;Destin-Fort Walton Beach Airport / Eglin Air Force Base;30,48320;-86,52540
US;Florida;VQQ;KVQQ;Cecil Airport;30,21870;-81,87670
US;Florida;VRB;KVRB;Vero Beach Regional Airport;27,65560;-80,41790
US;Florida;ZPH;KZPH;Zephyrhills Municipal Airport;28,22820;-82,15590
US;Georgia;ABY;KABY;Southwest Georgia Regional Airport;31,53550;-84,19450
US;Georgia;AGS;KAGS;Augusta Regional Airport at Bush Field;33,36990;-81,96450
US;Georgia;AHN;KAHN;Athens Ben Epps Airport;33,94860;-83,32630
US;Georgia;ATL;KATL;Hartsfield-Jackson Atlanta International Airport;33,63670;-84,42810
US;Georgia;AYS;KAYS;Waycross-Ware County Airport;31,24910;-82,39550
US;Georgia;BGE;KBGE;Decatur County Industrial Air Park;30,97150;-84,63740
US;Georgia;BQK;KBQK;Brunswick Golden Isles Airport;31,25880;-81,46650
US;Georgia;CSG;KCSG;Columbus Airport;32,51630;-84,93890
US;Georgia;DBN;KDBN;W. H. 'Bud' Barron Airport;32,56440;-82,98530
US;Georgia;DNL;KDNL;Daniel Field;33,46650;-82,03940
US;Georgia;DNN;KDNN;Dalton Municipal Airport;34,72290;-84,87020
US;Georgia;FTY;KFTY;Fulton County Airport (Charlie Brown Field);33,77910;-84,52140
US;Georgia;GVL;KGVL;Lee Gilmer Memorial Airport;34,27260;-83,83020
US;Georgia;LGC;KLGC;LaGrange Callaway Airport;33,00890;-85,07260
US;Georgia;LIY;KLHW;MidCoast Regional Airport at Wright Army Airfield;31,88910;-81,56230
US;Georgia;LSF;KLSF;Lawson Army Airfield;32,33730;-84,99130
US;Georgia;LZU;KLZU;Gwinnett County Airport (Briscoe Field);33,97810;-83,96240
US;Georgia;MAC;KMAC;Macon Downtown Airport;32,82210;-83,56200
US;Georgia;MCN;KMCN;Middle Georgia Regional Airport;32,69280;-83,64920
US;Georgia;MGE;KMGE;Dobbins Air Reserve Base;33,91540;-84,51630
US;Georgia;MGR;KMGR;Moultrie Municipal Airport;31,08490;-83,80330
US;Georgia;MLJ;KMLJ;Baldwin County Airport;33,15420;-83,24070
US;Georgia;MQW;KMQW;Telfair-Wheeler Airport;32,09460;-82,88220
US;Georgia;MUL;KMUL;Spence Airport;31,13780;-83,70420
US;Georgia;PDK;KPDK;DeKalb-Peachtree Airport;33,87560;-84,30200
US;Georgia;PIM;KPIM;Harris County Airport;32,84070;-84,88240
US;Georgia;RMG;KRMG;Richard B. Russell Airport;34,35060;-85,15800
US;Georgia;SAV;KSAV;Savannah/Hilton Head International Airport;32,12760;-81,20210
US;Georgia;SSI;KSSI;Malcolm McKinnon Airport;31,15180;-81,39130
US;Georgia;SVN;KSVN;Hunter Army Airfield;32,01000;-81,14570
US;Georgia;SYV;KSYV;Sylvester Airport;31,55850;-83,89570
US;Georgia;TBR;KTBR;Statesboro-Bulloch County Airport;32,48270;-81,73690
US;Georgia;TMA;KTMA;Henry Tift Myers Airport;31,42900;-83,48850
US;Georgia;TOC;KTOC;Toccoa Airport (R.G. LeTourneau Field);34,59380;-83,29580
US;Georgia;TVI;KTVI;Thomasville Regional Airport;30,90160;-83,88130
US;Georgia;VAD;KVAD;Moody Air Force Base;30,96780;-83,19300
US;Georgia;VDI;KVDI;Vidalia Regional Airport;32,19270;-82,37120
US;Georgia;VLD;KVLD;Valdosta Regional Airport;30,78250;-83,27670
US;Georgia;WDR;KWDR;Barrow County Airport;33,98290;-83,66740
US;Georgia;WRB;KWRB;Robins Air Force Base;32,64010;-83,59190
US;Hawaii;BKH;PHBK;Barking Sands PMRF;22,02280;-159,78500
US;Hawaii;BSF;PHSF;Bradshaw Army Airfield;19,76010;-155,55400
US;Hawaii;FTI;NSFQ;Fitiuta Airport;-14,21720;-169,42500
US;Hawaii;HDH;PHDH;Dillingham Airfield;21,57950;-158,19700
US;Hawaii;HHI;PHHI;Wheeler Army Airfield;21,48350;-158,04000
US;Hawaii;HNL;PHNL;Daniel K. Inouye International Airport;21,32060;-157,92400
US;Hawaii;HNM;PHHN;Hana Airport;20,79560;-156,01400
US;Hawaii;HPV;;Princeville Airport;22,20920;-159,44600
US;Hawaii;ITO;PHTO;Hilo International Airport;19,72140;-155,04800
US;Hawaii;JHM;PHJH;Kapalua Airport;20,96290;-156,67300
US;Hawaii;JRF;PHJR;Kalaeloa Airport (John Rodgers Field);21,30740;-158,07000
US;Hawaii;KOA;PHKO;Kona International Airport at Keahole;19,73880;-156,04600
US;Hawaii;LIH;PHLI;Lihue Airport;21,97600;-159,33900
US;Hawaii;LNY;PHNY;Lanai Airport;20,78560;-156,95100
US;Hawaii;LUP;PHLU;Kalaupapa Airport;21,21100;-156,97400
US;Hawaii;MDY;PMDY;Henderson Field;28,20170;-177,38100
US;Hawaii;MKK;PHMK;Molokai Airport;21,15290;-157,09600
US;Hawaii;MUE;PHMU;Waimea-Kohala Airport;20,00130;-155,66800
US;Hawaii;NGF;PHNG;MCAS Kaneohe Bay;21,45050;-157,76800
US;Hawaii;OGG;PHOG;Kahului Airport;20,89860;-156,43000
US;Hawaii;PAK;PHPA;Port Allen Airport;21,89690;-159,60300
US;Hawaii;UPP;PHUP;Upolu Airport;20,26530;-155,86000
US;Hawaii;WKL;;Waikoloa Heliport;19,92050;-155,86100
US;Idaho;BOI;KBOI;Boise Air Terminal (Gowen Field);43,56440;-116,22300
US;Idaho;BYI;KBYI;Burley Municipal Airport;42,54260;-113,77200
US;Idaho;CHL;KLLJ;Challis Airport;44,52300;-114,21800
US;Idaho;COE;KCOE;Coeur d'Alene Airport;47,77430;-116,82000
US;Idaho;DBS;;Dubois Municipal Airport;44,16660;-112,22600
US;Idaho;GNG;KGNG;Gooding Municipal Airport;42,91720;-114,76500
US;Idaho;ICS;;Cascade Airport;44,49380;-116,01600
US;Idaho;IDA;KIDA;Idaho Falls Regional Airport;43,51360;-112,07100
US;Idaho;IDH;KGIC;Idaho County Airport;45,94260;-116,12300
US;Idaho;LWS;KLWS;Lewiston-Nez Perce County Airport;46,37450;-117,01500
US;Idaho;MLD;KMLD;Malad City Airport;42,16660;-112,29700
US;Idaho;MUO;KMUO;Mountain Home Air Force Base;43,04360;-115,87200
US;Idaho;MYL;KMYL;McCall Municipal Airport;44,88970;-116,10100
US;Idaho;PIH;KPIH;Pocatello Regional Airport;42,90980;-112,59600
US;Idaho;RXE;KRXE;Rexburg-Madison County Airport;43,83390;-111,80500
US;Idaho;SMN;KSMN;Lemhi County Airport;45,12380;-113,88100
US;Idaho;SUN;KSUN;Friedman Memorial Airport;43,50440;-114,29600
US;Idaho;TWF;KTWF;Magic Valley Regional Airport (Joslin Field);42,48180;-114,48800
US;Illinois;ALN;KALN;St. Louis Regional Airport;38,89030;-90,04600
US;Illinois;AUZ;KARR;Aurora Municipal Airport;41,77190;-88,47570
US;Illinois;BDF;;Rinkenberger RLA Airport;41,23090;-89,61570
US;Illinois;BLV;KBLV;MidAmerica St. Louis Airport / Scott Air Force Base;38,54520;-89,83520
US;Illinois;BMI;KBMI;Central Illinois Regional Airport;40,47710;-88,91590
US;Illinois;CIR;KCIR;Cairo Regional Airport;37,06450;-89,21960
US;Illinois;CMI;KCMI;University of Illinois Willard Airport;40,03920;-88,27810
US;Illinois;CPS;KCPS;St. Louis Downtown Airport;38,57070;-90,15620
US;Illinois;DEC;KDEC;Decatur Airport;39,83460;-88,86570
US;Illinois;DNV;KDNV;Vermilion Regional Airport;40,19920;-87,59590
US;Illinois;DPA;KDPA;DuPage Airport;41,90780;-88,24860
US;Illinois;DVN;KDVN;Davenport Municipal Airport;41,61030;-90,58830
US;Illinois;ENL;KENL;Centralia Municipal Airport;38,51510;-89,09110
US;Illinois;EOK;KEOK;Keokuk Municipal Airport;40,45990;-91,42850
US;Illinois;FEP;KFEP;Albertus Airport;42,24620;-89,58200
US;Illinois;GBG;KGBG;Galesburg Municipal Airport;40,93800;-90,43110
US;Illinois;GRE;KGRE;Greenville Airport;38,83620;-89,37840
US;Illinois;HSB;KHSB;Harrisburg-Raleigh Airport;37,81130;-88,55030
US;Illinois;IJX;KIJX;Jacksonville Municipal Airport;39,77070;-90,23800
US;Illinois;IKK;KIKK;Greater Kankakee Airport;41,07140;-87,84630
US;Illinois;JOT;KJOT;Joliet Regional Airport;41,51780;-88,17550
US;Illinois;LOT;KLOT;Lewis University Airport;41,60730;-88,09620
US;Illinois;LWV;KLWV;Lawrenceville-Vincennes International Airport;38,76430;-87,60550
US;Illinois;MDH;KMDH;Southern Illinois Airport;37,77810;-89,25200
US;Illinois;MDW;KMDW;Chicago Midway International Airport;41,78610;-87,75250
US;Illinois;MLI;KMLI;Quad City International Airport;41,44850;-90,50750
US;Illinois;MQB;KMQB;Macomb Municipal Airport;40,52010;-90,65240
US;Illinois;MTO;KMTO;Coles County Memorial Airport;39,47790;-88,27920
US;Illinois;MVN;KMVN;Mount Vernon Airport;38,32190;-88,85350
US;Illinois;MWA;KMWA;Williamson County Regional Airport;37,75500;-89,01110
US;Illinois;OLY;KOLY;Olney-Noble Airport;38,72070;-88,17490
US;Illinois;ORD;KORD;Chicago O'Hare International Airport;41,97860;-87,90470
US;Illinois;PIA;KPIA;General Wayne A. Downing Peoria International Airport;40,66420;-89,69330
US;Illinois;RFD;KRFD;Chicago Rockford International Airport;42,19530;-89,09720
US;Illinois;SAR;KSAR;Sparta Community Airport (Hunter Field);38,14890;-89,69870
US;Illinois;SLO;KSLO;Salem-Leckrone Airport;38,64290;-88,96420
US;Illinois;SPI;KSPI;Abraham Lincoln Capital Airport;39,84410;-89,67790
US;Illinois;SQI;KSQI;Whiteside County Airport (Jos. H. Bittorf Field);41,74280;-89,67630
US;Illinois;UGN;KUGN;Waukegan National Airport;42,42220;-87,86790
US;Illinois;UIN;KUIN;Quincy Regional Airport (Baldwin Field);39,94270;-91,19460
US;Illinois;VLA;KVLA;Vandalia Municipal Airport;38,99150;-89,16620
US;Illinois;VYS;KVYS;Illinois Valley Regional Airport (Walter A. Duncan Field);41,35190;-89,15310
US;Indiana;AID;KAID;Anderson Municipal Airport (Darlington Field);40,10860;-85,61300
US;Indiana;ANQ;KANQ;Tri-State Steuben County Airport;41,63970;-85,08350
US;Indiana;BFR;KBFR;Virgil I. Grissom Municipal Airport;38,84000;-86,44540
US;Indiana;BMG;KBMG;Monroe County Airport;39,14600;-86,61670
US;Indiana;CEV;KCEV;Mettel Field;39,69850;-85,12970
US;Indiana;CLU;KBAK;Columbus Municipal Airport;39,26190;-85,89630
US;Indiana;EKI;KEKM;Elkhart Municipal Airport;41,71940;-86,00320
US;Indiana;EVV;KEVV;Evansville Regional Airport;38,03700;-87,53240
US;Indiana;FRH;KFRH;French Lick Municipal Airport;38,50620;-86,63690
US;Indiana;FWA;KFWA;Fort Wayne International Airport;40,97850;-85,19510
US;Indiana;GBI;VOGB;Kalaburagi Airport;26,63190;-78,35920
US;Indiana;GFD;KGFD;Pope Field;39,79030;-85,73610
US;Indiana;GSH;KGSH;Goshen Municipal Airport;41,52640;-85,79290
US;Indiana;GUS;KGUS;Grissom Air Reserve Base;40,64810;-86,15210
US;Indiana;HLB;KHLB;Hillenbrand Industries Airport;39,34450;-85,25830
US;Indiana;HNB;KHNB;Huntingburg Airport;38,24900;-86,95370
US;Indiana;IND;KIND;Indianapolis International Airport;39,71730;-86,29440
US;Indiana;KKT;;Kentland Municipal Airport;40,75870;-87,42820
US;Indiana;LAF;KLAF;Purdue University Airport;40,41230;-86,93690
US;Indiana;LPO;KPPO;La Porte Municipal Airport;41,57250;-86,73450
US;Indiana;MDN;KIMS;Madison Municipal Airport;38,75890;-85,46550
US;Indiana;MGC;KMGC;Michigan City Municipal Airport;41,70330;-86,82120
US;Indiana;MIE;KMIE;Delaware County Regional Airport;40,24230;-85,39590
US;Indiana;MZZ;KMZZ;Marion Municipal Airport;40,48990;-85,67970
US;Indiana;OKK;KOKK;Kokomo Municipal Airport;40,52820;-86,05900
US;Indiana;OTN;;Ed-Air Airport;38,85140;-87,49970
US;Indiana;PLY;;Plymouth Municipal Airport;41,36510;-86,30050
US;Indiana;RCR;KRCR;Fulton County Airport;41,06560;-86,18170
US;Indiana;RID;KRID;Richmond Municipal Airport;39,75720;-84,84280
US;Indiana;RNZ;KRZL;Jasper County Airport;40,94790;-87,18260
US;Indiana;SBN;KSBN;South Bend International Airport;41,70870;-86,31730
US;Indiana;SER;KSER;Freeman Municipal Airport;38,92360;-85,90740
US;Indiana;SIV;KSIV;Sullivan County Airport;39,11470;-87,44830
US;Indiana;SMD;KSMD;Smith Field;41,14340;-85,15280
US;Indiana;VPZ;KVPZ;Porter County Regional Airport;41,45400;-87,00710
US;Iowa;AIO;KAIO;Atlantic Municipal Airport;41,40730;-95,04690
US;Iowa;ALO;KALO;Waterloo Regional Airport;42,55710;-92,40030
US;Iowa;AMW;KAMW;Ames Municipal Airport;41,99200;-93,62180
US;Iowa;AXG;KAXA;Algona Municipal Airport;43,07790;-94,27200
US;Iowa;BNW;KBNW;Boone Municipal Airport;42,04960;-93,84760
US;Iowa;BRL;KBRL;Southeast Iowa Regional Airport;40,78320;-91,12550
US;Iowa;CBF;KCBF;Council Bluffs Municipal Airport;41,25920;-95,76060
US;Iowa;CCY;KCCY;Northeast Iowa Regional Airport;43,07260;-92,61080
US;Iowa;CID;KCID;The Eastern Iowa Airport;41,88470;-91,71080
US;Iowa;CIN;KCIN;Arthur N. Neu Airport;42,04620;-94,78900
US;Iowa;CSQ;KCSQ;Creston Municipal Airport;41,02140;-94,36330
US;Iowa;CWI;KCWI;Clinton Municipal Airport;41,83110;-90,32910
US;Iowa;DBQ;KDBQ;Dubuque Regional Airport;42,40200;-90,70950
US;Iowa;DEH;KDEH;Decorah Municipal Airport;43,27550;-91,73940
US;Iowa;DNS;KDNS;Denison Municipal Airport;41,98640;-95,38070
US;Iowa;DSM;KDSM;Des Moines International Airport;41,53400;-93,66310
US;Iowa;EBS;KEBS;Webster City Municipal Airport;42,43660;-93,86890
US;Iowa;EFW;KEFW;Jefferson Municipal Airport;42,01020;-94,34260
US;Iowa;EST;KEST;Estherville Municipal Airport;43,40740;-94,74640
US;Iowa;FFL;KFFL;Fairfield Municipal Airport;41,05330;-91,97890
US;Iowa;FMS;KFSW;Fort Madison Municipal Airport;40,65930;-91,32680
US;Iowa;FOD;KFOD;Fort Dodge Regional Airport;42,55150;-94,19260
US;Iowa;FXY;KFXY;Forest City Municipal Airport;43,23470;-93,62410
US;Iowa;HPT;KHPT;Hampton Municipal Airport;42,72370;-93,22630
US;Iowa;HUD;;Humboldt Municipal Airport;42,73610;-94,24520
US;Iowa;ICL;KICL;Schenck Field;40,72180;-95,02640
US;Iowa;IDG;KIDG;Ida Grove Municipal Airport;42,33250;-95,44500
US;Iowa;IFA;KIFA;Iowa Falls Municipal Airport;42,47080;-93,27000
US;Iowa;IOW;KIOW;Iowa City Municipal Airport;41,63920;-91,54650
US;Iowa;LRJ;KLRJ;Le Mars Municipal Airport;42,77800;-96,19370
US;Iowa;MCW;KMCW;Mason City Municipal Airport;43,15780;-93,33130
US;Iowa;MIW;KMIW;Marshalltown Municipal Airport;42,11280;-92,91780
US;Iowa;MPZ;KMPZ;Mount Pleasant Municipal Airport;40,94660;-91,51110
US;Iowa;MUT;KMUT;Muscatine Municipal Airport;41,36780;-91,14820
US;Iowa;MXO;KMXO;Monticello Regional Airport;42,22630;-91,16350
US;Iowa;OMA;KOMA;Eppley Airfield;41,30320;-95,89410
US;Iowa;OOA;KOOA;Oskaloosa Municipal Airport;41,00480;-93,30960
US;Iowa;OTM;KOTM;Ottumwa Regional Airport;41,10660;-92,44790
US;Iowa;POH;KPOH;Pocahontas Municipal Airport;36,24560;-90,95530
US;Iowa;PRO;KPRO;Perry Municipal Airport;41,82800;-94,15990
US;Iowa;RTL;;Spirit Lake Municipal Airport;43,38750;-95,13920
US;Iowa;SLB;KSLB;Storm Lake Municipal Airport;42,59730;-95,24070
US;Iowa;SPW;KSPW;Spencer Municipal Airport;43,16550;-95,20280
US;Iowa;SUX;KSUX;Sioux Gateway Airport (Colonel Bud Day Field);42,40260;-96,38440
US;Iowa;TNU;KTNU;Newton Municipal Airport;41,67440;-93,02170
US;Iowa;UKN;;Waukon Municipal Airport;43,28050;-91,46950
US;Kansas;ANY;KANY;Anthony Municipal Airport;37,15850;-98,07960
US;Kansas;BEC;KBEC;Beech Factory Airport;37,69450;-97,21500
US;Kansas;CBK;KCBK;Colby Municipal Airport (Shalz Field);39,42750;-101,04700
US;Kansas;CEA;KCEA;Cessna Aircraft Field;37,64860;-97,25060
US;Kansas;CFV;KCFV;Coffeyville Municipal Airport;37,09400;-95,57190
US;Kansas;CNK;KCNK;Blosser Municipal Airport;39,54930;-97,65230
US;Kansas;CNU;KCNU;Chanute Martin Johnson Airport;37,66880;-95,48510
US;Kansas;DDC;KDDC;Dodge City Regional Airport;37,76340;-99,96560
US;Kansas;EDK;KEQA;Captain Jack Thomas/El Dorado Airport;37,77410;-96,81760
US;Kansas;EMP;KEMP;Emporia Municipal Airport;38,33210;-96,19120
US;Kansas;EWK;KEWK;Newton City/County Airport;38,05820;-97,27450
US;Kansas;FLV;KFLV;Sherman Army Airfield;39,36830;-94,91470
US;Kansas;FOE;KFOE;Topeka Regional Airport;38,95090;-95,66360
US;Kansas;FRI;KFRI;Marshall Army Airfield;39,05530;-96,76450
US;Kansas;FSK;KFSK;Fort Scott Municipal Airport;37,79840;-94,76940
US;Kansas;GBD;KGBD;Great Bend Municipal Airport;38,34430;-98,85920
US;Kansas;GCK;KGCK;Garden City Regional Airport;37,92750;-100,72400
US;Kansas;GLD;KGLD;Goodland Municipal Airport (Renner Field);39,37060;-101,69900
US;Kansas;HLC;KHLC;Hill City Municipal Airport;39,37880;-99,83150
US;Kansas;HUT;KHUT;Hutchinson Municipal Airport;38,06550;-97,86060
US;Kansas;HYS;KHYS;Hays Regional Airport;38,84220;-99,27320
US;Kansas;IAB;KIAB;McConnell Air Force Base;37,62190;-97,26820
US;Kansas;ICT;KICT;Wichita Dwight D. Eisenhower National Airport;37,64990;-97,43310
US;Kansas;IDP;KIDP;Independence Municipal Airport;37,15840;-95,77840
US;Kansas;JCI;KIXD;New Century AirCenter;38,83090;-94,89030
US;Kansas;LBL;KLBL;Liberal Mid-America Regional Airport;37,04420;-100,96000
US;Kansas;LWC;KLWC;Lawrence Regional Airport;39,01120;-95,21660
US;Kansas;LYO;KLYO;Lyons-Rice County Municipal Airport;38,34280;-98,22690
US;Kansas;MHK;KMHK;Manhattan Regional Airport;39,14100;-96,67080
US;Kansas;MPR;KMPR;McPherson Airport;38,35240;-97,69130
US;Kansas;OJC;KOJC;Johnson County Executive Airport;38,84760;-94,73760
US;Kansas;PPF;KPPF;Tri-City Airport;37,32990;-95,50620
US;Kansas;PTS;KPTS;Atkinson Municipal Airport;37,44780;-94,73110
US;Kansas;PTT;KPTT;Pratt Regional Airport;37,70160;-98,74690
US;Kansas;RSL;KRSL;Russell Municipal Airport;38,87210;-98,81180
US;Kansas;SLN;KSLN;Salina Regional Airport;38,79100;-97,65220
US;Kansas;TOP;KTOP;Philip Billard Municipal Airport;39,06870;-95,62250
US;Kansas;WLD;KWLD;Strother Field;37,16860;-97,03760
US;Kentucky;BRY;KBRY;Samuels Field;37,81430;-85,49960
US;Kentucky;BWG;KBWG;Bowling Green-Warren County Regional Airport;36,96450;-86,41970
US;Kentucky;CEY;KCEY;Murray-Calloway County Airport;36,66460;-88,37280
US;Kentucky;CVG;KCVG;Cincinnati/Northern Kentucky International Airport;39,04880;-84,66780
US;Kentucky;EKX;KEKX;Elizabethtown Regional Airport (Addington Field);37,68600;-85,92500
US;Kentucky;FFT;KFFT;Capital City Airport;38,18250;-84,90470
US;Kentucky;FTK;KFTK;Godman Army Airfield;37,90710;-85,97210
US;Kentucky;GLW;KGLW;Glasgow Municipal Airport;37,03180;-85,95370
US;Kentucky;HOP;KHOP;Campbell Army Airfield;36,66860;-87,49620
US;Kentucky;LEX;KLEX;Blue Grass Airport;38,03650;-84,60590
US;Kentucky;LOU;KLOU;Bowman Field;38,22800;-85,66370
US;Kentucky;LOZ;KLOZ;London-Corbin Airport (Magee Field);37,08220;-84,08490
US;Kentucky;OWB;KOWB;Owensboro-Daviess County Airport;37,74010;-87,16680
US;Kentucky;PAH;KPAH;Barkley Regional Airport;37,06080;-88,77380
US;Kentucky;PVL;KPBX;Pike County Airport;37,56180;-82,56640
US;Kentucky;SDF;KSDF;Louisville International Airport (Standiford Field);38,17440;-85,73600
US;Kentucky;SME;KSME;Lake Cumberland Regional Airport;37,05340;-84,61590
US;Louisiana;AEX;KAEX;Alexandria International Airport;31,32740;-92,54980
US;Louisiana;ARA;KARA;Acadiana Regional Airport;30,03780;-91,88390
US;Louisiana;BAD;KBAD;Barksdale Air Force Base;32,50180;-93,66270
US;Louisiana;BCS;;Southern Seaplane Airport;29,86610;-90,02220
US;Louisiana;BTR;KBTR;Baton Rouge Metropolitan Airport (Ryan Field);30,53320;-91,14960
US;Louisiana;BXA;KBXA;George R. Carr Memorial Air Field;30,81370;-89,86500
US;Louisiana;CWF;KCWF;Chennault International Airport;30,21060;-93,14320
US;Louisiana;DRI;KDRI;Beauregard Regional Airport;30,83170;-93,33990
US;Louisiana;DTN;KDTN;Shreveport Downtown Airport;32,54020;-93,74500
US;Louisiana;ESF;KESF;Esler Airfield (Esler Regional Airport);31,39490;-92,29580
US;Louisiana;HUM;KHUM;Houma-Terrebonne Airport;29,56650;-90,66040
US;Louisiana;LCH;KLCH;Lake Charles Regional Airport;30,12610;-93,22330
US;Louisiana;LFT;KLFT;Lafayette Regional Airport;30,20530;-91,98760
US;Louisiana;MLU;KMLU;Monroe Regional Airport;32,51090;-92,03770
US;Louisiana;MSY;KMSY;Louis Armstrong New Orleans International Airport;29,99340;-90,25800
US;Louisiana;NBG;KNBG;NAS JRB New Orleans (Alvin Callender Field);29,82530;-90,03500
US;Louisiana;NEW;KNEW;Lakefront Airport;30,04240;-90,02830
US;Louisiana;OPL;KOPL;St. Landry Parish Airport (Ahart Field);30,55840;-92,09940
US;Louisiana;POE;KPOE;Polk Army Airfield;31,04480;-93,19170
US;Louisiana;PTN;KPTN;Harry P. Williams Memorial Airport;29,70950;-91,33900
US;Louisiana;RSN;KRSN;Ruston Regional Airport;32,51440;-92,59170
US;Louisiana;SHV;KSHV;Shreveport Regional Airport;32,44660;-93,82560
US;Louisiana;UCE;;Eunice Airport;30,46630;-92,42380
US;Maine;AUG;KAUG;Augusta State Airport;44,32060;-69,79730
US;Maine;BGR;KBGR;Bangor International Airport;44,80740;-68,82810
US;Maine;BHB;KBHB;Hancock County-Bar Harbor Airport;44,45000;-68,36150
US;Maine;CAR;KCAR;Caribou Municipal Airport;46,87150;-68,01790
US;Maine;FRY;KIZG;Eastern Slopes Regional Airport;43,99110;-70,94790
US;Maine;HUL;KHUL;Houlton International Airport;46,12310;-67,79210
US;Maine;ISS;KIWI;Wiscasset Airport;43,96140;-69,71260
US;Maine;LEW;KLEW;Auburn/Lewiston Municipal Airport;44,04850;-70,28350
US;Maine;LIZ;;Loring International Airport;46,95040;-67,88590
US;Maine;MLT;KMLT;Millinocket Municipal Airport;45,64780;-68,68560
US;Maine;NHZ;KBXM;Brunswick Executive Airport;43,89220;-69,93860
US;Maine;OLD;KOLD;Old Town Municipal Airport and Seaplane Base (Dewitt Field);44,95280;-68,67430
US;Maine;OWK;KOWK;Central Maine Airport of Norridgewock;44,71550;-69,86650
US;Maine;PNN;KPNN;Princeton Municipal Airport;45,20070;-67,56440
US;Maine;PQI;KPQI;Northern Maine Regional Airport at Presque Isle;46,68900;-68,04480
US;Maine;PWM;KPWM;Portland International Jetport;43,64620;-70,30930
US;Maine;RKD;KRKD;Knox County Regional Airport;44,06010;-69,09920
US;Maine;SFM;KSFM;Sanford Seacoast Regional Airport;43,39390;-70,70800
US;Maine;WFK;KFVE;Northern Aroostook Regional Airport;47,28550;-68,31280
US;Maine;WVL;KWVL;Waterville Robert LaFleur Airport;44,53320;-69,67550
US;Maryland;ADW;KADW;Andrews Field (Andrews Air Force Base);38,81080;-76,86700
US;Maryland;ANP;KANP;Lee Airport;38,94290;-76,56840
US;Maryland;APG;KAPG;Phillips Army Airfield;39,46620;-76,16880
US;Maryland;BWI;KBWI;Baltimore/Washington International Airport;39,17530;-76,66830
US;Maryland;CBE;KCBE;Greater Cumberland Regional Airport;39,61540;-78,76090
US;Maryland;CGE;KCGE;Cambridge-Dorchester Airport;38,53930;-76,03040
US;Maryland;CGS;KCGS;College Park Airport;38,98060;-76,92230
US;Maryland;ESN;KESN;Easton Airport (Newnam Field);38,80420;-76,06900
US;Maryland;FDK;KFDK;Frederick Municipal Airport;39,41760;-77,37430
US;Maryland;FME;KFME;Tipton Airport;39,08540;-76,75940
US;Maryland;GAI;KGAI;Montgomery County Airpark;39,16830;-77,16600
US;Maryland;HGR;KHGR;Hagerstown Regional Airport (Richard A. Henson Field);39,70790;-77,72950
US;Maryland;LTW;;St. Mary's County Regional Airport (Captain Walter Francis Duke Regional Airport);38,31540;-76,55010
US;Maryland;MTN;KMTN;Martin State Airport;39,32570;-76,41380
US;Maryland;NHK;KNHK;NAS Patuxent River (Trapnell Field);38,28600;-76,41180
US;Maryland;OCE;KOXB;Ocean City Municipal Airport;38,31040;-75,12400
US;Maryland;SBY;KSBY;Salisbury-Ocean City-Wicomico Regional Airport;38,34050;-75,51030
US;Massachusetts;ACK;KACK;Nantucket Memorial Airport;41,25310;-70,06020
US;Massachusetts;ARE;TJAB;Antonio (Nery) Juarbe Pol Airport;18,45000;-66,67530
US;Massachusetts;BAF;KBAF;Westfield-Barnes Regional Airport;42,15780;-72,71560
US;Massachusetts;BED;KBED;Laurence G. Hanscom Field;42,47000;-71,28900
US;Massachusetts;BOS;KBOS;Logan International Airport;42,36430;-71,00520
US;Massachusetts;BQN;TJBQ;Rafael Hernandez Airport;18,49490;-67,12940
US;Massachusetts;BVY;KBVY;Beverly Municipal Airport;42,58420;-70,91650
US;Massachusetts;CPX;TJCP;Benjamin Rivera Noriega Airport;18,31330;-65,30430
US;Massachusetts;EWB;KEWB;New Bedford Regional Airport;41,67610;-70,95690
US;Massachusetts;FAJ;TJFA;Diego Jimenez Torres Airport;18,30890;-65,66190
US;Massachusetts;FMH;KFMH;Otis Air National Guard Base;41,65840;-70,52140
US;Massachusetts;GBR;KGBR;Walter J. Koladza Airport;42,18420;-73,40320
US;Massachusetts;GDM;KGDM;Gardner Municipal Airport;42,55000;-72,01610
US;Massachusetts;HUC;;Humacao Airport;18,13810;-65,80130
US;Massachusetts;HYA;KHYA;Barnstable Municipal Airport (Boardman/Polando Field);41,66930;-70,28040
US;Massachusetts;LWM;KLWM;Lawrence Municipal Airport;42,71720;-71,12340
US;Massachusetts;MAZ;TJMZ;Eugenio Maria de Hostos Airport;18,25570;-67,14850
US;Massachusetts;MMN;;Minute Man Air Field;42,46180;-71,51840
US;Massachusetts;MVY;KMVY;Martha's Vineyard Airport;41,39310;-70,61430
US;Massachusetts;MXG;;Marlboro Airport;42,34320;-71,50900
