,Unnamed: 0,date,carrier,number,code_i,hora_i,code_f,hora_f,travel_time,inicial_hour,final_hour,coords_i,coords_f,hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24,hour25,hour26,hour27,hour28,hour29,hour30,hour31,hour32,hour33,hour34,hour35,hour36,hour37,hour38,hour39
188,188,2024-05-17 00:00:00,DL,466,ATL,2024-05-17 14:00:00-04:00,ATL,2024-05-17 23:41:00-04:00,10,14,24,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , 
189,189,2024-05-17 00:00:00,DL,463,ATL,2024-05-17 08:55:00-04:00,ATL,2024-05-17 18:50:00-04:00,10,8,18,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , 
190,190,2024-05-17 00:00:00,DL,954,ATL,2024-05-17 11:00:00-04:00,ATL,2024-05-17 21:58:00-04:00,11,11,22,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , 
191,191,2024-05-17 00:00:00,DL,133,AMS,2024-05-17 07:55:00+02:00,DTW,2024-05-17 10:40:00-04:00,9,7,16,"[52.3086, 4.76389]","[42.2125, -83.3533]", , , , , , , ,"[52.3086, 4.76389]","[51.18681111111111, -5.02690888888889]","[50.06502222222222, -14.81770777777778]","[48.94323333333333, -24.60850666666667]","[47.821444444444445, -34.39930555555556]","[46.69965555555555, -44.190104444444444]","[45.577866666666665, -53.980903333333345]","[44.45607777777778, -63.77170222222223]","[43.334288888888885, -73.56250111111112]","[42.2125, -83.3533]", , , , , , , , , , , , , , , , , , , , , , , 
192,192,2024-05-17 00:00:00,DL,815,ATL,2024-05-17 11:15:00-04:00,ATL,2024-05-17 16:50:00-04:00,6,11,17,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , 
193,193,2024-05-17 00:00:00,DL,460,ATL,2024-05-17 21:55:00-04:00,LAS,2024-05-17 23:21:00-07:00,5,21,26,"[33.6367, -84.4281]","[36.0801, -115.152]", , , , , , , , , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[34.12538, -90.57288]","[34.61406, -96.71766]","[35.10274, -102.86243999999999]","[35.59142, -109.00722]","[36.0801, -115.152]", , , , , , , , , , , , , 
194,194,2024-05-17 00:00:00,DL,391,LAX,2024-05-17 12:25:00-07:00,DTW,2024-05-17 19:45:00-04:00,5,12,17,"[33.9425, -118.408]","[42.2125, -83.3533]", , , , , , , , , , , , ,"[33.9425, -118.408]","[35.5965, -111.39706]","[37.2505, -104.38612]","[38.9045, -97.37518]","[40.5585, -90.36424]","[42.2125, -83.3533]", , , , , , , , , , , , , , , , , , , , , , 
195,195,2024-05-17 00:00:00,DL,728,DTW,2024-05-17 12:25:00-04:00,SEA,2024-05-17 14:15:00-07:00,5,12,17,"[42.2125, -83.3533]","[47.449, -122.309]", , , , , , , , , , , , ,"[42.2125, -83.3533]","[43.2598, -91.14444]","[44.3071, -98.93558]","[45.3544, -106.72672]","[46.4017, -114.51786]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , , , 
196,196,2024-05-17 00:00:00,DL,403,BUF,2024-05-17 05:28:00-04:00,JFK,2024-05-17 07:00:00-04:00,2,5,7,"[42.9405, -78.7322]","[40.6397, -73.7789]", , , , , ,"[42.9405, -78.7322]","[41.790099999999995, -76.25555]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
197,197,2024-05-17 00:00:00,DL,945,ATL,2024-05-17 09:58:00-04:00,ATL,2024-05-17 19:41:00-04:00,10,9,19,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , 
198,198,2024-05-17 00:00:00,DL,936,ATL,2024-05-17 06:00:00-04:00,DTW,2024-05-17 07:54:00-04:00,2,6,8,"[33.6367, -84.4281]","[42.2125, -83.3533]", , , , , , ,"[33.6367, -84.4281]","[37.9246, -83.89070000000001]","[42.2125, -83.3533]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
199,199,2024-05-17 00:00:00,DL,995,ATL,2024-05-17 09:40:00-04:00,ATL,2024-05-17 16:59:00-04:00,8,9,17,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , 
200,200,2024-05-17 00:00:00,DL,585,ATL,2024-05-17 16:35:00-04:00,MEX,2024-05-17 18:30:00-06:00,4,16,20,"[33.6367, -84.4281]","[19.4363, -99.0721]", , , , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[30.086599999999997, -88.0891]","[26.536499999999997, -91.7501]","[22.9864, -95.4111]","[19.4363, -99.0721]", , , , , , , , , , , , , , , , , , , 
201,201,2024-05-17 00:00:00,DL,175,MXP,2024-05-17 11:30:00+02:00,ATL,2024-05-17 15:50:00-04:00,11,11,22,"[45.6306, 8.72811]","[33.6367, -84.4281]", , , , , , , , , , , ,"[45.6306, 8.72811]","[44.540245454545456, 0.259363636363636]","[43.44989090909091, -8.209382727272727]","[42.359536363636366, -16.67812909090909]","[41.26918181818182, -25.14687545454545]","[40.178827272727275, -33.615621818181815]","[39.08847272727273, -42.08436818181818]","[37.99811818181818, -50.55311454545454]","[36.90776363636363, -59.021860909090904]","[35.81740909090909, -67.49060727272727]","[34.72705454545454, -75.95935363636363]","[33.6367, -84.42809999999999]", , , , , , , , , , , , , , , , , 
202,202,2024-05-17 00:00:00,DL,425,DTW,2024-05-17 21:55:00-04:00,LGA,2024-05-17 23:41:00-04:00,2,21,23,"[42.2125, -83.3533]","[40.775, -73.875]", , , , , , , , , , , , , , , , , , , , , ,"[42.2125, -83.3533]","[41.49375, -78.61415]","[40.775, -73.875]", , , , , , , , , , , , , , , , 
203,203,2024-05-17 00:00:00,DL,942,ATL,2024-05-17 16:58:00-04:00,SJC,2024-05-17 19:00:00-07:00,6,16,22,"[33.6367, -84.4281]","[37.3626, -121.929]", , , , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[34.25768333333333, -90.67825]","[34.87866666666667, -96.9284]","[35.49965, -103.17855]","[36.12063333333333, -109.4287]","[36.741616666666665, -115.67885000000001]","[37.3626, -121.929]", , , , , , , , , , , , , , , , , 
204,204,2024-05-17 00:00:00,DL,771,LGA,2024-05-17 11:00:00-04:00,ATL,2024-05-17 13:26:00-04:00,3,11,14,"[40.775, -73.875]","[33.6367, -84.4281]", , , , , , , , , , , ,"[40.775, -73.875]","[38.39556666666667, -77.3927]","[36.01613333333333, -80.9104]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , , , , 
205,205,2024-05-17 00:00:00,DL,701,SLC,2024-05-17 10:05:00-06:00,CVG,2024-05-17 15:29:00-04:00,4,10,14,"[40.7884, -111.978]","[39.0488, -84.6678]", , , , , , , , , , ,"[40.7884, -111.978]","[40.353500000000004, -105.15044999999999]","[39.9186, -98.3229]","[39.4837, -91.49535]","[39.0488, -84.6678]", , , , , , , , , , , , , , , , , , , , , , , , , 
206,206,2024-05-17 00:00:00,DL,789,ATL,2024-05-17 07:15:00-04:00,ATL,2024-05-17 16:42:00-04:00,10,7,17,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , 
207,207,2024-05-17 00:00:00,DL,472,LAS,2024-05-17 11:25:00-07:00,JFK,2024-05-17 19:52:00-04:00,6,11,17,"[36.0801, -115.152]","[40.6397, -73.7789]", , , , , , , , , , , ,"[36.0801, -115.152]","[36.84003333333334, -108.25648333333334]","[37.59996666666667, -101.36096666666667]","[38.359899999999996, -94.46545]","[39.11983333333333, -87.56993333333332]","[39.87976666666667, -80.67441666666666]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , , , , 
208,208,2024-05-17 00:00:00,DL,459,SEA,2024-05-17 23:12:00-07:00,DTW,2024-05-18 06:29:00-04:00,5,23,28,"[47.449, -122.309]","[42.2125, -83.3533]", , , , , , , , , , , , , , , , , , , , , , , ,"[47.449, -122.309]","[46.4017, -114.51786]","[45.3544, -106.72672]","[44.3071, -98.93558]","[43.2598, -91.14444]","[42.2125, -83.3533]", , , , , , , , , , , 
209,209,2024-05-17 00:00:00,DL,508,JFK,2024-05-17 08:00:00-04:00,JFK,2024-05-17 18:10:00-04:00,11,8,19,"[40.6397, -73.7789]","[40.6397, -73.7789]", , , , , , , , ,"[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , , 
210,210,2024-05-17 00:00:00,DL,845,SEA,2024-05-17 11:45:00-07:00,SEA,2024-05-17 18:46:00-07:00,8,11,19,"[47.449, -122.309]","[47.449, -122.309]", , , , , , , , , , , ,"[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , 
211,211,2024-05-17 00:00:00,DL,827,JFK,2024-05-17 07:15:00-04:00,SEA,2024-05-17 10:17:00-07:00,7,7,14,"[40.6397, -73.7789]","[47.449, -122.309]", , , , , , , ,"[40.6397, -73.7789]","[41.61245714285714, -80.71177142857142]","[42.58521428571429, -87.64464285714286]","[43.55797142857143, -94.57751428571427]","[44.53072857142857, -101.51038571428572]","[45.50348571428571, -108.44325714285714]","[46.47624285714286, -115.37612857142857]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , , , , , , 
212,212,2024-05-17 00:00:00,DL,385,BOS,2024-05-17 18:45:00-04:00,ATL,2024-05-17 21:47:00-04:00,4,18,22,"[42.3643, -71.0052]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , ,"[42.3643, -71.0052]","[40.1824, -74.36092500000001]","[38.0005, -77.71665]","[35.818599999999996, -81.072375]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , 
213,213,2024-05-17 00:00:00,DL,555,ATL,2024-05-17 11:30:00-04:00,ATL,2024-05-17 21:23:00-04:00,10,11,21,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , 
214,214,2024-05-17 00:00:00,DL,914,LAX,2024-05-17 13:10:00-07:00,MSP,2024-05-17 18:45:00-05:00,4,13,17,"[33.9425, -118.408]","[44.882, -93.2218]", , , , , , , , , , , , , ,"[33.9425, -118.408]","[36.677375, -112.11145]","[39.41225, -105.8149]","[42.147125, -99.51835]","[44.882, -93.2218]", , , , , , , , , , , , , , , , , , , , , , 
215,215,2024-05-17 00:00:00,DL,178,PDX,2024-05-17 14:15:00-07:00,AMS,2024-05-18 09:15:00+02:00,11,14,25,"[45.5887, -122.598]","[52.3086, 4.76389]", , , , , , , , , , , , , , ,"[45.5887, -122.598]","[46.199600000000004, -111.01964636363635]","[46.810500000000005, -99.44129272727272]","[47.4214, -87.8629390909091]","[48.0323, -76.28458545454545]","[48.6432, -64.7062318181818]","[49.2541, -53.127878181818176]","[49.865, -41.54952454545453]","[50.475899999999996, -29.9711709090909]","[51.0868, -18.39281727272727]","[51.6977, -6.814463636363627]","[52.3086, 4.763890000000018]", , , , , , , , , , , , , , 
216,216,2024-05-17 00:00:00,DL,17,LHR,2024-05-17 12:10:00+01:00,DTW,2024-05-17 15:40:00-04:00,9,12,21,"[51.4775, -0.46139]","[42.2125, -83.3533]", , , , , , , , , , , , ,"[51.4775, -0.46139]","[50.448055555555555, -9.671602222222223]","[49.41861111111111, -18.881814444444448]","[48.38916666666667, -28.09202666666667]","[47.35972222222222, -37.302238888888894]","[46.33027777777777, -46.51245111111112]","[45.30083333333333, -55.72266333333334]","[44.271388888888886, -64.93287555555555]","[43.24194444444444, -74.14308777777778]","[42.2125, -83.3533]", , , , , , , , , , , , , , , , , , 
217,217,2024-05-17 00:00:00,DL,945,ATL,2024-05-17 09:58:00-04:00,ATL,2024-05-17 19:41:00-04:00,10,9,19,"[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , ,"[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , 
218,218,2024-05-17 00:00:00,DL,81,CDG,2024-05-17 16:00:00+02:00,SEA,2024-05-17 17:40:00-07:00,11,16,27,"[49.0097, 2.54778]","[47.449, -122.309]", , , , , , , , , , , , , , , , ,"[49.0097, 2.54778]","[48.86781818181819, -8.802836363636365]","[48.725936363636364, -20.15345272727273]","[48.58405454545455, -31.504069090909095]","[48.44217272727273, -42.854685454545454]","[48.30029090909091, -54.205301818181816]","[48.15840909090909, -65.55591818181819]","[48.016527272727274, -76.90653454545455]","[47.87464545454545, -88.25715090909091]","[47.732763636363636, -99.60776727272727]","[47.59088181818181, -110.95838363636364]","[47.449, -122.309]", , , , , , , , , , , , 
219,219,2024-05-17 00:00:00,DL,850,SEA,2024-05-17 13:30:00-07:00,ORD,2024-05-17 19:44:00-05:00,5,13,18,"[47.449, -122.309]","[41.9786, -87.9047]", , , , , , , , , , , , , ,"[47.449, -122.309]","[46.35492, -115.42814]","[45.26084, -108.54728]","[44.16676, -101.66642]","[43.07268, -94.78556]","[41.9786, -87.9047]", , , , , , , , , , , , , , , , , , , , , 
220,220,2024-05-17 00:00:00,DL,461,LAS,2024-05-17 07:25:00-07:00,ATL,2024-05-17 14:16:00-04:00,4,7,11,"[36.0801, -115.152]","[33.6367, -84.4281]", , , , , , , ,"[36.0801, -115.152]","[35.46925, -107.471025]","[34.8584, -99.79005000000001]","[34.24755, -92.109075]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
221,221,2024-05-17 00:00:00,DL,864,SEA,2024-05-17 21:55:00-07:00,ATL,2024-05-18 05:47:00-04:00,5,21,26,"[47.449, -122.309]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , ,"[47.449, -122.309]","[44.68654, -114.73282]","[41.92408, -107.15664]","[39.16162, -99.58046]","[36.399159999999995, -92.00428]","[33.6367, -84.4281]", , , , , , , , , , , , , 
222,222,2024-05-17 00:00:00,DL,562,LAX,2024-05-17 11:15:00-07:00,JFK,2024-05-17 19:57:00-04:00,6,11,17,"[33.9425, -118.408]","[40.6397, -73.7789]", , , , , , , , , , , ,"[33.9425, -118.408]","[35.0587, -110.96981666666667]","[36.1749, -103.53163333333333]","[37.2911, -96.09344999999999]","[38.4073, -88.65526666666666]","[39.5235, -81.21708333333333]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , , , , 
223,223,2024-05-17 00:00:00,DL,528,SEA,2024-05-17 15:30:00-07:00,JFK,2024-05-18 00:12:00-04:00,6,15,21,"[47.449, -122.309]","[40.6397, -73.7789]", , , , , , , , , , , , , , , ,"[47.449, -122.309]","[46.31411666666666, -114.22064999999999]","[45.17923333333333, -106.1323]","[44.044349999999994, -98.04395]","[42.90946666666667, -89.9556]","[41.77458333333333, -81.86725]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , 
224,224,2024-05-17 00:00:00,DL,469,DTW,2024-05-17 12:59:00-04:00,DTW,2024-05-17 23:48:00-04:00,11,12,23,"[42.2125, -83.3533]","[42.2125, -83.3533]", , , , , , , , , , , , ,"[42.2125, -83.3533]","[42.2125, -83.3533]","[42.2125, -83.3533]","[42.2125, -83.3533]","[42.2125, -83.3533]","[42.2125, -83.3533]","[42.2125, -83.3533]","[42.2125, -83.3533]","[42.2125, -83.3533]","[42.2125, -83.3533]","[42.2125, -83.3533]","[42.2125, -83.3533]", , , , , , , , , , , , , , , , 
225,225,2024-05-17 00:00:00,DL,874,BOI,2024-05-17 13:27:00-06:00,ATL,2024-05-17 19:34:00-04:00,5,13,18,"[43.5644, -116.223]","[33.6367, -84.4281]", , , , , , , , , , , , , ,"[43.5644, -116.223]","[41.57886, -109.86402]","[39.59332, -103.50504]","[37.60778, -97.14606]","[35.62224, -90.78708]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , 
226,226,2024-05-17 00:00:00,DL,410,DCA,2024-05-17 06:00:00-04:00,ATL,2024-05-17 07:47:00-04:00,2,6,8,"[38.8522, -77.0378]","[33.6367, -84.4281]", , , , , , ,"[38.8522, -77.0378]","[36.24445, -80.73295]","[33.6367, -84.4281]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
227,227,2024-05-17 00:00:00,DL,326,SEA,2024-05-17 11:15:00-07:00,SEA,2024-05-17 20:50:00-07:00,10,11,21,"[47.449, -122.309]","[47.449, -122.309]", , , , , , , , , , , ,"[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , 
228,228,2024-05-17 00:00:00,DL,656,ATL,2024-05-17 22:00:00-04:00,SFO,2024-05-18 00:12:00-07:00,6,22,28,"[33.6367, -84.4281]","[37.619, -122.375]", , , , , , , , , , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[34.30041666666666, -90.75258333333333]","[34.96413333333333, -97.07706666666667]","[35.627849999999995, -103.40155]","[36.29156666666667, -109.72603333333333]","[36.955283333333334, -116.05051666666667]","[37.619, -122.375]", , , , , , , , , , , 
229,229,2024-05-17 00:00:00,DL,853,ANC,2024-05-17 06:08:00-08:00,SEA,2024-05-17 10:45:00-07:00,4,6,10,"[61.1744, -149.996]","[47.449, -122.309]", , , , , , ,"[61.1744, -149.996]","[57.74305, -143.07425]","[54.3117, -136.1525]","[50.88035, -129.23075]","[47.449, -122.309]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
230,230,2024-05-17 00:00:00,DL,718,ATL,2024-05-17 22:00:00-04:00,OAJ,2024-05-17 23:27:00-04:00,2,22,24,"[33.6367, -84.4281]","[34.8292, -77.6121]", , , , , , , , , , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[34.23295, -81.0201]","[34.8292, -77.6121]", , , , , , , , , , , , , , , 
231,231,2024-05-17 00:00:00,DL,47,AMS,2024-05-17 10:50:00+02:00,JFK,2024-05-17 13:10:00-04:00,9,10,19,"[52.3086, 4.76389]","[40.6397, -73.7789]", , , , , , , , , , ,"[52.3086, 4.76389]","[51.012055555555555, -3.9630866666666655]","[49.71551111111111, -12.690063333333331]","[48.41896666666666, -21.417039999999997]","[47.12242222222222, -30.144016666666662]","[45.82587777777778, -38.87099333333333]","[44.529333333333334, -47.59796999999999]","[43.23278888888889, -56.32494666666666]","[41.93624444444444, -65.05192333333332]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , , 
232,232,2024-05-17 00:00:00,DL,530,ATL,2024-05-17 13:41:00-04:00,DEN,2024-05-17 14:54:00-06:00,4,13,17,"[33.6367, -84.4281]","[39.8617, -104.673]", , , , , , , , , , , , , ,"[33.6367, -84.4281]","[35.192949999999996, -89.48932500000001]","[36.7492, -94.55055]","[38.30545, -99.611775]","[39.8617, -104.673]", , , , , , , , , , , , , , , , , , , , , , 
233,233,2024-05-17 00:00:00,DL,897,MSP,2024-05-17 10:25:00-05:00,MSP,2024-05-17 17:15:00-05:00,7,10,17,"[44.882, -93.2218]","[44.882, -93.2218]", , , , , , , , , , ,"[44.882, -93.2218]","[44.882, -93.2218]","[44.882, -93.2218]","[44.882, -93.2218]","[44.882, -93.2218]","[44.882, -93.2218]","[44.882, -93.2218]","[44.882, -93.2218]", , , , , , , , , , , , , , , , , , , , , , 
234,234,2024-05-17 00:00:00,DL,708,LAX,2024-05-17 07:05:00-07:00,DTW,2024-05-17 14:27:00-04:00,5,7,12,"[33.9425, -118.408]","[42.2125, -83.3533]", , , , , , , ,"[33.9425, -118.408]","[35.5965, -111.39706]","[37.2505, -104.38612]","[38.9045, -97.37518]","[40.5585, -90.36424]","[42.2125, -83.3533]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
235,235,2024-05-17 00:00:00,DL,678,LAX,2024-05-17 12:20:00-07:00,JFK,2024-05-17 20:58:00-04:00,6,12,18,"[33.9425, -118.408]","[40.6397, -73.7789]", , , , , , , , , , , , ,"[33.9425, -118.408]","[35.0587, -110.96981666666667]","[36.1749, -103.53163333333333]","[37.2911, -96.09344999999999]","[38.4073, -88.65526666666666]","[39.5235, -81.21708333333333]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , , , 
236,236,2024-05-17 00:00:00,DL,83,CDG,2024-05-17 08:55:00+02:00,ATL,2024-05-17 12:40:00-04:00,10,8,18,"[49.0097, 2.54778]","[33.6367, -84.4281]", , , , , , , , ,"[49.0097, 2.54778]","[47.4724, -6.149808]","[45.9351, -14.847396]","[44.397800000000004, -23.544984]","[42.8605, -32.242571999999996]","[41.3232, -40.94015999999999]","[39.7859, -49.637747999999995]","[38.248599999999996, -58.335336]","[36.711299999999994, -67.032924]","[35.174, -75.73051199999999]","[33.6367, -84.42809999999999]", , , , , , , , , , , , , , , , , , , , , 
237,237,2024-05-17 00:00:00,DL,543,JFK,2024-05-17 08:10:00-04:00,JFK,2024-05-17 20:05:00-04:00,12,8,20,"[40.6397, -73.7789]","[40.6397, -73.7789]", , , , , , , , ,"[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , 
