,Unnamed: 0,date,carrier,number,code_i,hora_i,code_f,hora_f,travel_time,inicial_hour,final_hour,coords_i,coords_f,hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24,hour25,hour26,hour27,hour28,hour29,hour30,hour31,hour32,hour33,hour34,hour35,hour36,hour37,hour38,hour39
278,278,2024-05-17 00:00:00,AC,561,LAX,2024-05-17 20:45:00-07:00,YVR,2024-05-17 23:46:00-07:00,4,20,24,"[33.9425, -118.408]","[49.1939, -123.184]", , , , , , , , , , , , , , , , , , , , ,"[33.9425, -118.408]","[37.75535, -119.602]","[41.568200000000004, -120.79599999999999]","[45.38105, -121.99]","[49.1939, -123.184]", , , , , , , , , , , , , , , 
279,279,2024-05-17 00:00:00,AC,778,LAX,2024-05-17 12:10:00-07:00,YUL,2024-05-17 20:30:00-04:00,6,12,18,"[33.9425, -118.408]","[45.4657, -73.7455]", , , , , , , , , , , , ,"[33.9425, -118.408]","[35.863033333333334, -110.96425]","[37.783566666666665, -103.5205]","[39.7041, -96.07675]","[41.624633333333335, -88.63300000000001]","[43.54516666666667, -81.18925000000002]","[45.4657, -73.7455]", , , , , , , , , , , , , , , , , , , , , 
280,280,2024-05-17 00:00:00,AC,616,YYZ,2024-05-17 19:20:00-04:00,YHZ,2024-05-17 22:29:00-03:00,3,19,22,"[43.6797, -79.6227]","[44.8808, -63.5086]", , , , , , , , , , , , , , , , , , , ,"[43.6797, -79.6227]","[44.08006666666667, -74.25133333333333]","[44.48043333333333, -68.87996666666666]","[44.8808, -63.5086]", , , , , , , , , , , , , , , , , 
281,281,2024-05-17 00:00:00,AC,891,FCO,2024-05-17 14:30:00+02:00,YYZ,2024-05-17 18:05:00-04:00,10,14,24,"[41.8003, 12.2389]","[43.6797, -79.6227]", , , , , , , , , , , , , , ,"[41.8003, 12.2389]","[41.98824, 3.05274]","[42.17618, -6.133419999999999]","[42.36412, -15.319579999999997]","[42.55206, -24.505739999999996]","[42.739999999999995, -33.6919]","[42.92794, -42.87805999999999]","[43.11588, -52.06421999999999]","[43.303819999999995, -61.25037999999999]","[43.49176, -70.43654]","[43.6797, -79.6227]", , , , , , , , , , , , , , , 
282,282,2024-05-17 00:00:00,AC,518,HNL,2024-05-17 22:00:00-10:00,YVR,2024-05-18 06:56:00-07:00,6,22,28,"[21.3206, -157.924]","[49.1939, -123.184]", , , , , , , , , , , , , , , , , , , , , , ,"[21.3206, -157.924]","[25.96615, -152.13400000000001]","[30.6117, -146.344]","[35.25725, -140.554]","[39.9028, -134.764]","[44.54835, -128.974]","[49.1939, -123.184]", , , , , , , , , , , 
283,283,2024-05-17 00:00:00,AC,462,YYZ,2024-05-17 17:10:00-04:00,YOW,2024-05-17 18:17:00-04:00,2,17,19,"[43.6797, -79.6227]","[45.3225, -75.6692]", , , , , , , , , , , , , , , , , ,"[43.6797, -79.6227]","[44.501099999999994, -77.64595]","[45.3225, -75.6692]", , , , , , , , , , , , , , , , , , , , 
284,284,2024-05-17 00:00:00,AC,948,YUL,2024-05-17 08:15:00-04:00,PTP,2024-05-17 13:05:00-04:00,5,8,13,"[45.4657, -73.7455]","[16.2653, -61.5318]", , , , , , , , ,"[45.4657, -73.7455]","[39.62562, -71.30276]","[33.78554, -68.86002]","[27.94546, -66.41728]","[22.10538, -63.97454]","[16.2653, -61.5318]", , , , , , , , , , , , , , , , , , , , , , , , , , 
285,285,2024-05-17 00:00:00,AC,210,YVR,2024-05-17 11:10:00-07:00,YYC,2024-05-17 13:36:00-06:00,2,11,13,"[49.1939, -123.184]","[51.1139, -114.02]", , , , , , , , , , , ,"[49.1939, -123.184]","[50.1539, -118.602]","[51.1139, -114.02]", , , , , , , , , , , , , , , , , , , , , , , , , , 
286,286,2024-05-17 00:00:00,AC,527,YUL,2024-05-17 19:55:00-04:00,SAN,2024-05-17 22:58:00-07:00,7,19,26,"[45.4657, -73.7455]","[32.7336, -117.19]", , , , , , , , , , , , , , , , , , , ,"[45.4657, -73.7455]","[43.64682857142857, -79.95185714285715]","[41.827957142857144, -86.1582142857143]","[40.00908571428572, -92.36457142857142]","[38.19021428571428, -98.57092857142857]","[36.37134285714286, -104.77728571428571]","[34.55247142857143, -110.98364285714285]","[32.7336, -117.19]", , , , , , , , , , , , , 
287,287,2024-05-17 00:00:00,AC,243,YEG,2024-05-17 15:00:00-06:00,YVR,2024-05-17 15:37:00-07:00,2,15,17,"[45.4657, -73.7455]","[49.1939, -123.184]", , , , , , , , , , , , , , , ,"[45.4657, -73.7455]","[47.3298, -98.46475000000001]","[49.1939, -123.184]", , , , , , , , , , , , , , , , , , , , , , 
288,288,2024-05-17 00:00:00,AC,608,YYZ,2024-05-17 14:00:00-04:00,YHZ,2024-05-17 17:09:00-03:00,3,14,17,"[43.6797, -79.6227]","[44.8808, -63.5086]", , , , , , , , , , , , , , ,"[43.6797, -79.6227]","[44.08006666666667, -74.25133333333333]","[44.48043333333333, -68.87996666666666]","[44.8808, -63.5086]", , , , , , , , , , , , , , , , , , , , , , 
289,289,2024-05-17 00:00:00,AC,324,YYC,2024-05-17 12:30:00-06:00,YUL,2024-05-17 18:37:00-04:00,5,12,17,"[51.1139, -114.02]","[45.4657, -73.7455]", , , , , , , , , , , , ,"[51.1139, -114.02]","[49.98426, -105.96509999999999]","[48.85462, -97.9102]","[47.72498, -89.8553]","[46.59534, -81.8004]","[45.4657, -73.7455]", , , , , , , , , , , , , , , , , , , , , , 
290,290,2024-05-17 00:00:00,AC,884,YUL,2024-05-17 20:20:00-04:00,GVA,2024-05-18 09:50:00+02:00,8,20,28,"[45.4657, -73.7455]","[46.2381, 6.10895]", , , , , , , , , , , , , , , , , , , , ,"[45.4657, -73.7455]","[45.56225, -63.76369375]","[45.6588, -53.7818875]","[45.75535, -43.800081250000005]","[45.8519, -33.818275]","[45.94845, -23.836468749999995]","[46.045, -13.854662499999996]","[46.14155, -3.872856249999998]","[46.2381, 6.108950000000007]", , , , , , , , , , , 
291,291,2024-05-17 00:00:00,AC,620,YYZ,2024-05-17 22:30:00-04:00,YHZ,2024-05-18 01:39:00-03:00,3,22,25,"[43.6797, -79.6227]","[44.8808, -63.5086]", , , , , , , , , , , , , , , , , , , , , , ,"[43.6797, -79.6227]","[44.08006666666667, -74.25133333333333]","[44.48043333333333, -68.87996666666666]","[44.8808, -63.5086]", , , , , , , , , , , , , , 
292,292,2024-05-17 00:00:00,AC,620,YYZ,2024-05-17 22:30:00-04:00,YHZ,2024-05-18 01:39:00-03:00,3,22,25,"[43.6797, -79.6227]","[44.8808, -63.5086]", , , , , , , , , , , , , , , , , , , , , , ,"[43.6797, -79.6227]","[44.08006666666667, -74.25133333333333]","[44.48043333333333, -68.87996666666666]","[44.8808, -63.5086]", , , , , , , , , , , , , , 
293,293,2024-05-17 00:00:00,AC,844,YUL,2024-05-17 18:45:00-04:00,FRA,2024-05-18 08:10:00+02:00,8,18,26,"[45.4657, -73.7455]","[50.0333, 8.57056]", , , , , , , , , , , , , , , , , , ,"[45.4657, -73.7455]","[46.036649999999995, -63.45599250000001]","[46.6076, -53.16648500000001]","[47.17855, -42.8769775]","[47.7495, -32.58747]","[48.320449999999994, -22.297962500000004]","[48.8914, -12.008454999999998]","[49.46235, -1.7189474999999987]","[50.0333, 8.57056]", , , , , , , , , , , , , 
294,294,2024-05-17 00:00:00,AC,503,YYZ,2024-05-17 09:00:00-04:00,ORD,2024-05-17 09:54:00-05:00,2,9,11,"[43.6797, -79.6227]","[41.9786, -87.9047]", , , , , , , , , ,"[43.6797, -79.6227]","[42.82915, -83.7637]","[41.9786, -87.9047]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
295,295,2024-05-17 00:00:00,AC,694,YYZ,2024-05-17 18:30:00-04:00,YYT,2024-05-17 23:06:00-02:30,4,18,22,"[43.6797, -79.6227]","[47.6186, -52.7519]", , , , , , , , , , , , , , , , , , ,"[43.6797, -79.6227]","[44.664424999999994, -72.905]","[45.64915, -66.1873]","[46.633875, -59.4696]","[47.6186, -52.7519]", , , , , , , , , , , , , , , , , 
296,296,2024-05-17 00:00:00,AC,23,YVR,2024-05-17 13:25:00-07:00,KIX,2024-05-18 16:20:00+09:00,11,13,24,"[49.1939, -123.184]","[34.4305, 135.23]", , , , , , , , , , , , , ,"[49.1939, -123.184]","[47.851772727272724, -99.69181818181818]","[46.509645454545456, -76.19963636363636]","[45.16751818181818, -52.70745454545455]","[43.82539090909091, -29.215272727272733]","[42.48326363636364, -5.723090909090914]","[41.14113636363636, 17.76909090909089]","[39.799009090909095, 41.26127272727271]","[38.45688181818182, 64.75345454545453]","[37.114754545454545, 88.24563636363635]","[35.77262727272728, 111.73781818181817]","[34.4305, 135.23]", , , , , , , , , , , , , , , 
297,297,2024-05-17 00:00:00,AC,615,YHZ,2024-05-17 16:30:00-03:00,YYZ,2024-05-17 18:00:00-04:00,3,16,19,"[44.8808, -63.5086]","[43.6797, -79.6227]", , , , , , , , , , , , , , , , ,"[44.8808, -63.5086]","[44.48043333333333, -68.87996666666666]","[44.08006666666667, -74.25133333333333]","[43.6797, -79.6227]", , , , , , , , , , , , , , , , , , , , 
298,298,2024-05-17 00:00:00,AC,183,YYZ,2024-05-17 07:45:00-04:00,YVR,2024-05-17 09:51:00-07:00,6,7,13,"[43.6797, -79.6227]","[49.1939, -123.184]", , , , , , , ,"[43.6797, -79.6227]","[44.59873333333333, -86.88291666666666]","[45.51776666666667, -94.14313333333332]","[46.4368, -101.40334999999999]","[47.35583333333333, -108.66356666666667]","[48.27486666666667, -115.92378333333333]","[49.1939, -123.184]", , , , , , , , , , , , , , , , , , , , , , , , , , 
299,299,2024-05-17 00:00:00,AC,196,YUL,2024-05-17 11:30:00-04:00,YYZ,2024-05-17 13:30:00-04:00,3,11,14,"[45.4657, -73.7455]","[43.6797, -79.6227]", , , , , , , , , , , ,"[45.4657, -73.7455]","[44.87036666666666, -75.70456666666666]","[44.27503333333333, -77.66363333333334]","[43.6797, -79.6227]", , , , , , , , , , , , , , , , , , , , , , , , , 
300,300,2024-05-17 00:00:00,AC,270,YWG,2024-05-17 18:40:00-05:00,YYZ,2024-05-17 22:07:00-04:00,3,18,21,"[49.91, -97.2399]","[43.6797, -79.6227]", , , , , , , , , , , , , , , , , , ,"[49.91, -97.2399]","[47.83323333333333, -91.3675]","[45.75646666666666, -85.4951]","[43.6797, -79.6227]", , , , , , , , , , , , , , , , , , 
301,301,2024-05-17 00:00:00,AC,232,YVR,2024-05-17 08:10:00-07:00,YEG,2024-05-17 10:44:00-06:00,2,8,10,"[49.1939, -123.184]","[43.6797, -79.6227]", , , , , , , , ,"[49.1939, -123.184]","[46.4368, -101.40334999999999]","[43.6797, -79.6227]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
302,302,2024-05-17 00:00:00,AC,326,YYC,2024-05-17 14:20:00-06:00,YUL,2024-05-17 20:27:00-04:00,5,14,19,"[51.1139, -114.02]","[45.4657, -73.7455]", , , , , , , , , , , , , , ,"[51.1139, -114.02]","[49.98426, -105.96509999999999]","[48.85462, -97.9102]","[47.72498, -89.8553]","[46.59534, -81.8004]","[45.4657, -73.7455]", , , , , , , , , , , , , , , , , , , , 
303,303,2024-05-17 00:00:00,AC,760,SFO,2024-05-17 08:15:00-07:00,YUL,2024-05-17 16:54:00-04:00,6,8,14,"[37.619, -122.375]","[45.4657, -73.7455]", , , , , , , , ,"[37.619, -122.375]","[38.92678333333333, -114.27008333333333]","[40.234566666666666, -106.16516666666666]","[41.54235, -98.06025]","[42.85013333333333, -89.95533333333333]","[44.157916666666665, -81.85041666666666]","[45.4657, -73.7455]", , , , , , , , , , , , , , , , , , , , , , , , , 
304,304,2024-05-17 00:00:00,TW,122,SGN,2024-05-17 22:35:00+07:00,ICN,2024-05-18 06:05:00+09:00,6,22,28,"[10.8188, 106.652]","[37.4633, 126.44]", , , , , , , , , , , , , , , , , , , , , , ,"[10.8188, 106.652]","[15.259549999999999, 109.95]","[19.7003, 113.248]","[24.14105, 116.54599999999999]","[28.581799999999998, 119.844]","[33.022549999999995, 123.142]","[37.4633, 126.44]", , , , , , , , , , , 
305,305,2024-05-17 00:00:00,TW,158,CXR,2024-05-17 00:15:00+07:00,ICN,2024-05-17 07:30:00+09:00,6,0,6,"[11.9982, 109.219]","[37.4633, 126.44]","[11.9982, 109.219]","[16.242383333333333, 112.08916666666666]","[20.48656666666667, 114.95933333333333]","[24.73075, 117.8295]","[28.974933333333333, 120.69966666666666]","[33.219116666666665, 123.56983333333334]","[37.463300000000004, 126.44]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
306,306,2024-05-17 00:00:00,TW,251,ICN,2024-05-17 10:15:00+09:00,CTS,2024-05-17 13:00:00+09:00,3,10,13,"[37.4633, 126.44]","[37.4633, 126.44]", , , , , , , , , , ,"[37.4633, 126.44]","[37.4633, 126.44]","[37.4633, 126.44]","[37.4633, 126.44]", , , , , , , , , , , , , , , , , , , , , , , , , , 
307,307,2024-05-17 00:00:00,TW,171,ICN,2024-05-17 19:00:00+09:00,SIN,2024-05-18 00:25:00+08:00,7,19,26,"[37.4633, 126.44]","[1.35019, 103.994]", , , , , , , , , , , , , , , , , , , ,"[37.4633, 126.44]","[32.30428428571428, 123.23342857142858]","[27.145268571428566, 120.02685714285714]","[21.986252857142855, 116.82028571428572]","[16.82723714285714, 113.61371428571428]","[11.668221428571425, 110.40714285714286]","[6.509205714285713, 107.20057142857144]","[1.3501899999999978, 103.994]", , , , , , , , , , , , , 
308,308,2024-05-17 00:00:00,TW,214,NRT,2024-05-17 15:00:00+09:00,ICN,2024-05-17 18:05:00+09:00,4,15,19,"[35.7653, 140.386]","[37.4633, 126.44]", , , , , , , , , , , , , , , ,"[35.7653, 140.386]","[36.189800000000005, 136.8995]","[36.6143, 133.413]","[37.038799999999995, 129.9265]","[37.4633, 126.44]", , , , , , , , , , , , , , , , , , , , 
309,309,2024-05-17 00:00:00,TW,139,ICN,2024-05-17 08:30:00+09:00,KLO,2024-05-17 12:00:00+08:00,5,8,13,"[37.4633, 126.44]","[11.6794, 122.376]", , , , , , , , ,"[37.4633, 126.44]","[32.30652, 125.6272]","[27.149739999999998, 124.8144]","[21.992959999999997, 124.0016]","[16.83618, 123.1888]","[11.679400000000001, 122.376]", , , , , , , , , , , , , , , , , , , , , , , , , , 
310,310,2024-05-17 00:00:00,TW,140,KLO,2024-05-17 13:00:00+08:00,ICN,2024-05-17 18:20:00+09:00,5,13,18,"[11.6794, 122.376]","[37.4633, 126.44]", , , , , , , , , , , , , ,"[11.6794, 122.376]","[16.83618, 123.1888]","[21.992959999999997, 124.0016]","[27.149739999999998, 124.8144]","[32.30652, 125.6272]","[37.4633, 126.44]", , , , , , , , , , , , , , , , , , , , , 
311,311,2024-05-17 00:00:00,TW,201,TAE,2024-05-17 10:40:00+09:00,NRT,2024-05-17 12:45:00+09:00,3,10,13,"[35.8969, 128.655]","[35.7653, 140.386]", , , , , , , , , , ,"[35.8969, 128.655]","[35.853033333333336, 132.56533333333334]","[35.80916666666667, 136.47566666666665]","[35.7653, 140.386]", , , , , , , , , , , , , , , , , , , , , , , , , , 
312,312,2024-05-17 00:00:00,TW,221,PUS,2024-05-17 09:00:00+09:00,KIX,2024-05-17 10:35:00+09:00,2,9,11,"[35.1795, 128.938]","[34.4305, 135.23]", , , , , , , , , ,"[35.1795, 128.938]","[34.805, 132.084]","[34.4305, 135.23]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
313,313,2024-05-17 00:00:00,TW,158,CXR,2024-05-17 00:15:00+07:00,ICN,2024-05-17 07:30:00+09:00,6,0,6,"[11.9982, 109.219]","[37.4633, 126.44]","[11.9982, 109.219]","[16.242383333333333, 112.08916666666666]","[20.48656666666667, 114.95933333333333]","[24.73075, 117.8295]","[28.974933333333333, 120.69966666666666]","[33.219116666666665, 123.56983333333334]","[37.463300000000004, 126.44]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
314,314,2024-05-17 00:00:00,TW,307,ICN,2024-05-17 20:30:00+09:00,SPN,2024-05-18 02:15:00+10:00,5,20,25,"[37.4633, 126.44]","[15.119, 145.729]", , , , , , , , , , , , , , , , , , , , ,"[37.4633, 126.44]","[32.99444, 130.2978]","[28.525579999999998, 134.1556]","[24.05672, 138.01340000000002]","[19.58786, 141.87120000000002]","[15.119, 145.729]", , , , , , , , , , , , , , 
315,315,2024-05-17 00:00:00,TW,102,BKK,2024-05-17 01:20:00+07:00,ICN,2024-05-17 08:55:00+09:00,6,1,7,"[13.6811, 100.747]","[37.4633, 126.44]", ,"[13.6811, 100.747]","[17.6448, 105.02916666666667]","[21.6085, 109.31133333333334]","[25.5722, 113.5935]","[29.535899999999998, 117.87566666666666]","[33.4996, 122.15783333333333]","[37.4633, 126.44]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
316,316,2024-05-17 00:00:00,TW,139,ICN,2024-05-17 08:30:00+09:00,KLO,2024-05-17 12:00:00+08:00,5,8,13,"[37.4633, 126.44]","[11.6794, 122.376]", , , , , , , , ,"[37.4633, 126.44]","[32.30652, 125.6272]","[27.149739999999998, 124.8144]","[21.992959999999997, 124.0016]","[16.83618, 123.1888]","[11.679400000000001, 122.376]", , , , , , , , , , , , , , , , , , , , , , , , , , 
317,317,2024-05-17 00:00:00,TW,308,SPN,2024-05-17 03:15:00+10:00,ICN,2024-05-17 07:00:00+09:00,5,3,8,"[15.119, 145.729]","[37.4633, 126.44]", , , ,"[15.119, 145.729]","[19.58786, 141.87120000000002]","[24.05672, 138.01340000000002]","[28.525579999999998, 134.1556]","[32.99444, 130.2978]","[37.4633, 126.44]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
318,318,2024-05-17 00:00:00,TW,127,ICN,2024-05-17 21:35:00+09:00,DAD,2024-05-18 00:25:00+07:00,5,21,26,"[37.4633, 126.44]","[16.0439, 108.199]", , , , , , , , , , , , , , , , , , , , , ,"[37.4633, 126.44]","[33.17942, 122.7918]","[28.895539999999997, 119.14359999999999]","[24.61166, 115.49539999999999]","[20.32778, 111.8472]","[16.0439, 108.199]", , , , , , , , , , , , , 
319,319,2024-05-17 00:00:00,TW,667,GMP,2024-05-17 11:15:00+09:00,TSA,2024-05-17 13:00:00+08:00,3,11,14,"[37.4633, 126.44]","[25.0694, 121.552]", , , , , , , , , , , ,"[37.4633, 126.44]","[33.332, 124.81066666666666]","[29.200699999999998, 123.18133333333334]","[25.0694, 121.552]", , , , , , , , , , , , , , , , , , , , , , , , , 
320,320,2024-05-17 00:00:00,TW,271,ICN,2024-05-17 11:15:00+09:00,OKA,2024-05-17 13:40:00+09:00,3,11,14,"[37.4633, 126.44]","[26.1958, 127.646]", , , , , , , , , , , ,"[37.4633, 126.44]","[33.70746666666666, 126.842]","[29.95163333333333, 127.244]","[26.1958, 127.646]", , , , , , , , , , , , , , , , , , , , , , , , , 
321,321,2024-05-17 00:00:00,TW,139,ICN,2024-05-17 08:30:00+09:00,KLO,2024-05-17 12:00:00+08:00,5,8,13,"[37.4633, 126.44]","[11.6794, 122.376]", , , , , , , , ,"[37.4633, 126.44]","[32.30652, 125.6272]","[27.149739999999998, 124.8144]","[21.992959999999997, 124.0016]","[16.83618, 123.1888]","[11.679400000000001, 122.376]", , , , , , , , , , , , , , , , , , , , , , , , , , 
322,322,2024-05-17 00:00:00,TW,281,ICN,2024-05-17 08:00:00+09:00,KIX,2024-05-17 09:50:00+09:00,2,8,10,"[37.4633, 126.44]","[34.4305, 135.23]", , , , , , , , ,"[37.4633, 126.44]","[35.9469, 130.83499999999998]","[34.4305, 135.23]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
323,323,2024-05-17 00:00:00,UA,289,BOS,2024-05-17 15:15:00-04:00,ORD,2024-05-17 17:08:00-05:00,3,15,18,"[42.3643, -71.0052]","[41.9786, -87.9047]", , , , , , , , , , , , , , , ,"[42.3643, -71.0052]","[42.235733333333336, -76.63836666666667]","[42.107166666666664, -82.27153333333334]","[41.9786, -87.9047]", , , , , , , , , , , , , , , , , , , , , 
324,324,2024-05-17 00:00:00,UA,908,AMS,2024-05-17 11:00:00+02:00,ORD,2024-05-17 12:45:00-05:00,9,11,20,"[52.3086, 4.76389]","[41.9786, -87.9047]", , , , , , , , , , , ,"[52.3086, 4.76389]","[51.16082222222222, -5.532620000000001]","[50.013044444444446, -15.829130000000003]","[48.86526666666666, -26.125640000000004]","[47.71748888888889, -36.42215]","[46.56971111111111, -46.71866]","[45.421933333333335, -57.01517000000001]","[44.27415555555555, -67.31168000000001]","[43.126377777777776, -77.60819000000001]","[41.9786, -87.9047]", , , , , , , , , , , , , , , , , , , 
325,325,2024-05-17 00:00:00,UA,253,IAH,2024-05-17 09:55:00-05:00,HNL,2024-05-17 13:32:00-10:00,9,9,18,"[29.9844, -95.3414]","[21.3206, -157.924]", , , , , , , , , ,"[29.9844, -95.3414]","[29.021755555555558, -102.29502222222222]","[28.05911111111111, -109.24864444444444]","[27.096466666666668, -116.20226666666667]","[26.13382222222222, -123.15588888888888]","[25.17117777777778, -130.10951111111112]","[24.208533333333335, -137.06313333333333]","[23.24588888888889, -144.01675555555556]","[22.283244444444442, -150.9703777777778]","[21.3206, -157.924]", , , , , , , , , , , , , , , , , , , , , 
326,326,2024-05-17 00:00:00,UA,279,LAX,2024-05-17 09:10:00-07:00,TPA,2024-05-17 16:53:00-04:00,5,9,14,"[33.9425, -118.408]","[27.9755, -82.5332]", , , , , , , , , ,"[33.9425, -118.408]","[32.7491, -111.23304]","[31.5557, -104.05808]","[30.3623, -96.88311999999999]","[29.1689, -89.70815999999999]","[27.9755, -82.5332]", , , , , , , , , , , , , , , , , , , , , , , , , 
327,327,2024-05-17 00:00:00,UA,776,BIL,2024-05-17 14:20:00-06:00,DEN,2024-05-17 16:02:00-06:00,2,14,16,"[45.8077, -108.543]","[39.8617, -104.673]", , , , , , , , , , , , , , ,"[45.8077, -108.543]","[42.8347, -106.608]","[39.8617, -104.673]", , , , , , , , , , , , , , , , , , , , , , , 
328,328,2024-05-17 00:00:00,UA,572,MSP,2024-05-17 15:35:00-05:00,MCI,2024-05-17 21:53:00-05:00,7,15,22,"[44.882, -93.2218]","[39.2976, -94.7139]", , , , , , , , , , , , , , , ,"[44.882, -93.2218]","[44.08422857142857, -93.43495714285714]","[43.286457142857145, -93.64811428571429]","[42.488685714285715, -93.86127142857143]","[41.690914285714285, -94.07442857142857]","[40.893142857142855, -94.28758571428571]","[40.09537142857143, -94.50074285714285]","[39.2976, -94.7139]", , , , , , , , , , , , , , , , , 
329,329,2024-05-17 00:00:00,UA,243,CLE,2024-05-17 10:29:00-04:00,IAD,2024-05-17 11:45:00-04:00,2,10,12,"[41.4117, -81.8498]","[38.9445, -77.4558]", , , , , , , , , , ,"[41.4117, -81.8498]","[40.1781, -79.6528]","[38.9445, -77.4558]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
330,330,2024-05-17 00:00:00,UA,247,ORD,2024-05-17 13:00:00-05:00,YYZ,2024-05-17 15:43:00-04:00,2,13,15,"[41.9786, -87.9047]","[43.6797, -79.6227]", , , , , , , , , , , , , ,"[41.9786, -87.9047]","[42.82915, -83.7637]","[43.6797, -79.6227]", , , , , , , , , , , , , , , , , , , , , , , , 
331,331,2024-05-17 00:00:00,UA,571,SFO,2024-05-17 18:55:00-07:00,EUG,2024-05-17 20:36:00-07:00,2,18,20,"[37.619, -122.375]","[44.1246, -123.212]", , , , , , , , , , , , , , , , , , ,"[37.619, -122.375]","[40.8718, -122.7935]","[44.1246, -123.212]", , , , , , , , , , , , , , , , , , , 
332,332,2024-05-17 00:00:00,UA,555,ATL,2024-05-17 15:48:00-04:00,SFO,2024-05-17 23:43:00-07:00,11,15,26,"[33.6367, -84.4281]","[37.619, -122.375]", , , , , , , , , , , , , , , ,"[33.6367, -84.4281]","[33.99872727272727, -87.87781818181818]","[34.36075454545454, -91.32753636363637]","[34.722781818181815, -94.77725454545455]","[35.08480909090909, -98.22697272727272]","[35.446836363636365, -101.67669090909091]","[35.80886363636363, -105.12640909090909]","[36.17089090909091, -108.57612727272728]","[36.53291818181818, -112.02584545454545]","[36.89494545454546, -115.47556363636363]","[37.256972727272725, -118.92528181818182]","[37.619, -122.375]", , , , , , , , , , , , , 
333,333,2024-05-17 00:00:00,UA,451,ORD,2024-05-17 20:22:00-05:00,MSY,2024-05-17 22:55:00-05:00,3,20,23,"[41.9786, -87.9047]","[29.9934, -90.258]", , , , , , , , , , , , , , , , , , , , ,"[41.9786, -87.9047]","[37.983533333333334, -88.68913333333333]","[33.98846666666667, -89.47356666666667]","[29.9934, -90.258]", , , , , , , , , , , , , , , , 
334,334,2024-05-17 00:00:00,UA,611,IAH,2024-05-17 07:20:00-05:00,LAS,2024-05-17 12:41:00-07:00,8,7,15,"[29.9844, -95.3414]","[36.0801, -115.152]", , , , , , , ,"[29.9844, -95.3414]","[30.7463625, -97.817725]","[31.508325, -100.29405]","[32.2702875, -102.770375]","[33.032250000000005, -105.2467]","[33.7942125, -107.72302499999999]","[34.556175, -110.19935]","[35.3181375, -112.675675]","[36.0801, -115.152]", , , , , , , , , , , , , , , , , , , , , , , , 
335,335,2024-05-17 00:00:00,UA,497,CVG,2024-05-17 09:00:00-04:00,DEN,2024-05-17 10:09:00-06:00,4,9,13,"[39.0488, -84.6678]","[39.8617, -104.673]", , , , , , , , , ,"[39.0488, -84.6678]","[39.252025, -89.6691]","[39.45525, -94.6704]","[39.658474999999996, -99.6717]","[39.8617, -104.673]", , , , , , , , , , , , , , , , , , , , , , , , , , 
336,336,2024-05-17 00:00:00,UA,288,BOS,2024-05-17 05:45:00-04:00,IAD,2024-05-17 07:27:00-04:00,2,5,7,"[42.3643, -71.0052]","[38.9445, -77.4558]", , , , , ,"[42.3643, -71.0052]","[40.654399999999995, -74.2305]","[38.9445, -77.4558]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
337,337,2024-05-17 00:00:00,UA,628,CLE,2024-05-17 06:00:00-04:00,ORD,2024-05-17 06:30:00-05:00,2,6,8,"[41.4117, -81.8498]","[41.9786, -87.9047]", , , , , , ,"[41.4117, -81.8498]","[41.69515, -84.87725]","[41.9786, -87.9047]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
338,338,2024-05-17 00:00:00,UA,940,EWR,2024-05-17 21:50:00-04:00,LHR,2024-05-18 10:10:00+01:00,8,21,29,"[40.6925, -74.1686]","[51.4775, -0.46139]", , , , , , , , , , , , , , , , , , , , , ,"[40.6925, -74.1686]","[42.040625000000006, -64.95519875]","[43.38875, -55.7417975]","[44.736875, -46.52839625]","[46.085, -37.314994999999996]","[47.433125000000004, -28.101593749999992]","[48.78125, -18.888192499999995]","[50.129374999999996, -9.674791249999998]","[51.4775, -0.4613899999999944]", , , , , , , , , , 
339,339,2024-05-17 00:00:00,UA,110,EWR,2024-05-17 18:00:00-04:00,LHR,2024-05-18 06:20:00+01:00,8,18,26,"[40.6925, -74.1686]","[51.4775, -0.46139]", , , , , , , , , , , , , , , , , , ,"[40.6925, -74.1686]","[42.040625000000006, -64.95519875]","[43.38875, -55.7417975]","[44.736875, -46.52839625]","[46.085, -37.314994999999996]","[47.433125000000004, -28.101593749999992]","[48.78125, -18.888192499999995]","[50.129374999999996, -9.674791249999998]","[51.4775, -0.4613899999999944]", , , , , , , , , , , , , 
